"","match_id","game_mode","dire_score","human_players","lobby_type","engine","radiant_win","radiant_score","player.player_slot","player.ability_upgrades_arr","player.ability_uses","player.actions","player.assists","player.backpack_0","player.backpack_1","player.backpack_2","player.damage","player.damage_inflictor","player.damage_inflictor_received","player.damage_taken","player.deaths","player.denies","player.hero_damage","player.hero_healing","player.hero_hits","player.hero_id","player.item_0","player.item_1","player.item_2","player.item_3","player.item_4","player.item_5","player.item_uses","player.kill_streaks","player.killed","player.killed_by","player.kills","player.kills_log","player.leaver_status","player.level","player.purchase","player.purchase_log","player.rune_pickups","player.runes","player.runes_log","player.tower_damage","player.towers_killed","player.isRadiant","player.win","player.lose","player.kda","player.abandons","player.lane"
"temp",3393069424,1,97,5,4,1,FALSE,7,129,list(c(5015, 5017, 5016, 5015, 5015, 5018, 5015, 5017, 5017, 6009, 5017, 5018, 5016, 5016, 5907, 5016, 5018, 6168)),NA,NA,16,0,0,0,NA,NA,NA,NA,3,8,30659,1079,NA,4,65,135,137,154,143,50,NA,NA,NA,NA,28,NA,0,24,NA,NA,NA,NA,NA,3062,NA,FALSE,1,0,11,0,NA
"temp",3393100973,12,63,10,0,1,FALSE,4,2,list(5015:5016),NA,NA,2,0,0,0,NA,NA,NA,NA,13,0,509,524,NA,4,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,0,NA,TRUE,0,1,0,0,NA
"temp",3393099678,21,0,2,8,1,TRUE,2,128,list(c(5015, 5017)),NA,NA,0,0,0,0,NA,NA,NA,NA,2,1,295,152,NA,4,13,29,20,0,0,0,NA,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,0,NA,FALSE,0,1,0,0,NA
"temp",3393097472,2,2,10,0,1,TRUE,2,0,list(c(5016, 5015, 5016)),NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,358,104,NA,4,42,29,86,14,11,16,NA,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,1033,NA,TRUE,1,0,1,0,NA
"temp",3393096531,20,0,10,0,1,TRUE,31,3,list(c(5042, 5164, 5163, 5164, 5017, 5017, 5016, 5016)),NA,NA,18,0,0,0,NA,NA,NA,NA,3,0,2370,0,NA,4,75,75,75,75,0,0,NA,NA,NA,NA,4,NA,0,4,NA,NA,NA,NA,NA,460,NA,TRUE,1,0,5,0,NA
"temp",3393096249,4,13,10,0,1,FALSE,5,132,list(c(5015, 5017, 5015, 5016, 5015, 5018, 5015, 5017, 5017)),NA,NA,0,0,0,0,NA,NA,NA,NA,1,0,2470,462,NA,4,239,29,0,127,0,0,NA,NA,NA,NA,3,NA,0,9,NA,NA,NA,NA,NA,1417,NA,FALSE,1,0,1,0,NA
"temp",3393096245,22,17,10,7,1,FALSE,2,132,list(c(5015, 5017, 5017, 5016, 5017, 5018)),NA,NA,1,0,0,0,NA,NA,NA,NA,0,0,37,0,NA,4,63,239,182,0,16,0,NA,NA,NA,NA,0,NA,0,6,NA,NA,NA,NA,NA,525,NA,FALSE,1,0,1,0,NA
"temp",3393096186,1,3,5,4,1,FALSE,10,3,list(c(5015, 5017, 5017, 5016, 5017, 5018, 5017, 5015, 5015, 5015, 6009)),NA,NA,0,0,0,0,NA,NA,NA,NA,1,11,6739,0,NA,4,11,71,0,50,0,0,NA,NA,NA,NA,7,NA,1,11,NA,NA,NA,NA,NA,72,NA,TRUE,0,1,3,0,NA
"temp",3393124540,4,1,10,0,1,TRUE,1,2,list(5015),NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,4,0,11,182,0,0,0,NA,NA,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,0,NA,TRUE,1,0,0,0,NA
